question,choices,question_formatted,answer,locations,scene_id,label,floor_id
"Which object is taller, the lamp or the bed?","['The lamp is taller', 'The bed is taller', 'They are the same height', 'Cannot compare']","Which object is taller, the lamp or the bed? A) The lamp is taller B) The bed is taller C) They are the same height D) Cannot compare. Answer:",B,"lamp (121): [-6.567, -1.29, 1.132]; bed (24): [-4.846, 3.928, 0.509]",00006-HkseAnWCgqk,attribute,1
"What has a greater overall volume, the cabinet or the wardrobe?","['The cabinet is larger', 'The wardrobe is larger', 'They have the same volume', 'Cannot compare']","What has a greater overall volume, the cabinet or the wardrobe? A) The cabinet is larger B) The wardrobe is larger C) They have the same volume D) Cannot compare. Answer:",B,"cabinet (76): [-4.97, -0.614, 1.217]; wardrobe (232): [0.588, -2.852, 1.112]",00006-HkseAnWCgqk,attribute,1
"Which is shorter, the shower or the heater?","['The shower is shorter', 'The heater is shorter', 'They are the same height', 'Cannot compare']","Which is shorter, the shower or the heater? A) The shower is shorter B) The heater is shorter C) They are the same height D) Cannot compare. Answer:",A,"shower (185): [0.269, 2.496, 1.134]; heater (217): [-1.622, -2.024, 0.404]",00006-HkseAnWCgqk,attribute,1
"Which is taller, the shower or the cabinet?","['The shower', 'The cabinet', 'Both are the same height', 'Cannot determine from the data']","Which is taller, the shower or the cabinet? A) The shower B) The cabinet C) Both are the same height D) Cannot determine from the data. Answer:",A,"shower (object_id: 185): [0.269, 2.496, 1.134]; cabinet (object_id: 77): [-3.331, -0.402, 1.238]",00006-HkseAnWCgqk,attribute,1
"Which has a larger overall volume, the sofa or the chair?","['The sofa', 'The chair', 'Both have the same volume', 'Cannot determine from the data']","Which has a larger overall volume, the sofa or the chair? A) The sofa B) The chair C) Both have the same volume D) Cannot determine from the data. Answer:",A,"sofa (object_id: 90): [-5.117, -1.448, 0.444]; chair (object_id: 17): [-6.792, 4.622, 0.474]",00006-HkseAnWCgqk,attribute,1
"Which has a larger overall volume, the bathtub or the sink?","['The bathtub', 'The sink', 'Both have the same volume', 'Cannot determine from the data']","Which has a larger overall volume, the bathtub or the sink? A) The bathtub B) The sink C) Both have the same volume D) Cannot determine from the data. Answer:",A,"bathtub (object_id: 184): [-0.129, 4.507, 0.364]; sink (object_id: 448): [-0.987, 1.557, 0.496]",00006-HkseAnWCgqk,attribute,1
"Which has a greater height, the chair or the cabinet?","['Chair', 'Cabinet', 'They are the same height', 'Cannot determine']","Which has a greater height, the chair or the cabinet? A) Chair B) Cabinet C) They are the same height D) Cannot determine. Answer:",A,"chair (17): [-6.792, 4.622, 0.474]; cabinet (29): [-3.578, 4.707, 0.23]",00006-HkseAnWCgqk,attribute,1
"Which has a larger overall volume, the heater or the shower?","['Heater', 'Shower', 'They are the same volume', 'Cannot determine']","Which has a larger overall volume, the heater or the shower? A) Heater B) Shower C) They are the same volume D) Cannot determine. Answer:",B,"heater (182): [-1.016, 3.884, 0.997]; shower (185): [0.269, 2.496, 1.134]",00006-HkseAnWCgqk,attribute,1
"Which has a greater height, the wardrobe or the door?","['Wardrobe', 'Door', 'They are the same height', 'Cannot determine']","Which has a greater height, the wardrobe or the door? A) Wardrobe B) Door C) They are the same height D) Cannot determine. Answer:",A,"wardrobe (231): [0.358, -1.603, 1.109]; door (221): [-0.311, 0.524, 0.996]",00006-HkseAnWCgqk,attribute,1
How does the height of the cabinet compare to the height of the heater?,"['The cabinet is taller than the heater', 'The cabinet is shorter than the heater', 'They are the same height', 'The heights cannot be compared.']",How does the height of the cabinet compare to the height of the heater? A) The cabinet is taller than the heater B) The cabinet is shorter than the heater C) They are the same height D) The heights cannot be compared.. Answer:,A,"cabinet (object_id 77): [-3.331, -0.402, 1.238]; heater (object_id 217): [-1.622, -2.024, 0.404]",00006-HkseAnWCgqk,attribute,1
Which has a greater overall volume: the printer or the cabinet?,"['The printer has a greater volume than the cabinet', 'The cabinet has a greater volume than the printer', 'They have the same volume', 'The volumes cannot be compared.']",Which has a greater overall volume: the printer or the cabinet? A) The printer has a greater volume than the cabinet B) The cabinet has a greater volume than the printer C) They have the same volume D) The volumes cannot be compared.. Answer:,B,"printer (object_id 66): [-3.616, 1.693, 0.88]; cabinet (object_id 76): [-4.97, -0.614, 1.217]",00006-HkseAnWCgqk,attribute,1
Is the combined volume of the two lamps greater than the volume of the window?,"['Yes, the lamps combined have a greater volume than the window', 'No, the window has a greater volume than the combined lamps', 'They have the same volume', 'The volumes cannot be compared.']","Is the combined volume of the two lamps greater than the volume of the window? A) Yes, the lamps combined have a greater volume than the window B) No, the window has a greater volume than the combined lamps C) They have the same volume D) The volumes cannot be compared.. Answer:",A,"lamp (object_id 30): [-3.612, 4.624, 0.65]; lamp (object_id 121): [-6.567, -1.29, 1.132]; window (object_id 167): [-8.272, -3.103, 1.222]",00006-HkseAnWCgqk,attribute,1
"Which is taller, the lamp or the cabinet?","['lamp', 'cabinet', 'both are the same height', 'neither is tall']","Which is taller, the lamp or the cabinet? A) lamp B) cabinet C) both are the same height D) neither is tall. Answer:",B,"lamp (121): [-6.567, -1.29, 1.132]; cabinet (76): [-4.97, -0.614, 1.217]",00006-HkseAnWCgqk,attribute,1
"Which has a greater overall volume, the bathtub or the shower?","['bathtub', 'shower', 'both have equal volume', 'neither has a volume']","Which has a greater overall volume, the bathtub or the shower? A) bathtub B) shower C) both have equal volume D) neither has a volume. Answer:",A,"bathtub (184): [-0.129, 4.507, 0.364]; shower (196): [0.483, 4.777, 1.082]",00006-HkseAnWCgqk,attribute,1
"Which has more height, the floor or the ceiling?","['floor', 'ceiling', 'both have the same height', 'neither has height']","Which has more height, the floor or the ceiling? A) floor B) ceiling C) both have the same height D) neither has height. Answer:",B,"floor (1): [-4.931, 3.573, 0.009]; ceiling (444): [-0.215, 1.503, 1.27]",00006-HkseAnWCgqk,attribute,1
"Which object has a greater height, the book or the bathroom accessory?","['The book is taller', 'The bathroom accessory is taller', 'Both are the same height', 'Cannot determine based on information provided']","Which object has a greater height, the book or the bathroom accessory? A) The book is taller B) The bathroom accessory is taller C) Both are the same height D) Cannot determine based on information provided. Answer:",B,"book (317): [-2.443, -4.274, 4.449]; bathroom accessory (188): [-2.003, 3.221, 2.762]",00006-HkseAnWCgqk,attribute,2
"Between the kitchen cabinet and the shelf, which has a larger overall volume?","['Kitchen cabinet has a larger volume', 'Shelf has a larger volume', 'Both have the same volume', 'Cannot determine based on information provided']","Between the kitchen cabinet and the shelf, which has a larger overall volume? A) Kitchen cabinet has a larger volume B) Shelf has a larger volume C) Both have the same volume D) Cannot determine based on information provided. Answer:",A,"kitchen cabinet (378): [-1.032, -0.804, 4.722]; shelf (280): [-1.156, 1.468, 4.065]",00006-HkseAnWCgqk,attribute,2
"Which object is taller, the lamp or the heater?","['The lamp is taller', 'The heater is taller', 'Both are the same height', 'Cannot determine based on information provided']","Which object is taller, the lamp or the heater? A) The lamp is taller B) The heater is taller C) Both are the same height D) Cannot determine based on information provided. Answer:",B,"lamp (344): [-3.128, 2.414, 4.484]; heater (351): [-3.812, 4.855, 3.438]",00006-HkseAnWCgqk,attribute,2
"Which is taller, the lamp or the kitchen cabinet?","['The lamp', 'The kitchen cabinet', 'They are the same height', 'Cannot determine']","Which is taller, the lamp or the kitchen cabinet? A) The lamp B) The kitchen cabinet C) They are the same height D) Cannot determine. Answer:",A,"lamp (435): [-4.787, -0.192, 5.548]; kitchen cabinet (375): [0.572, 4.596, 4.652]",00006-HkseAnWCgqk,attribute,2
"Which has a larger overall volume, the kitchen cabinet or the other kitchen cabinet?","['The first kitchen cabinet', 'The second kitchen cabinet', 'They have the same volume', 'Cannot determine']","Which has a larger overall volume, the kitchen cabinet or the other kitchen cabinet? A) The first kitchen cabinet B) The second kitchen cabinet C) They have the same volume D) Cannot determine. Answer:",B,"kitchen cabinet (375): [0.572, 4.596, 4.652]; kitchen cabinet (372): [-0.066, 4.79, 4.702]",00006-HkseAnWCgqk,attribute,2
"Which is taller, the toilet or the sink?","['The toilet', 'The sink', 'They are the same height', 'Cannot determine']","Which is taller, the toilet or the sink? A) The toilet B) The sink C) They are the same height D) Cannot determine. Answer:",B,"toilet (275): [0.323, 1.487, 3.068]; sink (278): [-1.038, 1.491, 3.552]",00006-HkseAnWCgqk,attribute,2
"Which object is taller, the kitchen cabinet or the oven?","['Kitchen cabinet', 'Oven', 'They are the same height', 'Cannot determine']","Which object is taller, the kitchen cabinet or the oven? A) Kitchen cabinet B) Oven C) They are the same height D) Cannot determine. Answer:",A,"kitchen cabinet (object_id: 369): [0.189, 2.947, 3.259]; oven (object_id: 371): [-0.967, 4.39, 3.822]",00006-HkseAnWCgqk,attribute,2
"Between the sofa and the window, which object has a greater overall volume?","['Sofa', 'Window', 'Both have the same volume', 'Cannot determine']","Between the sofa and the window, which object has a greater overall volume? A) Sofa B) Window C) Both have the same volume D) Cannot determine. Answer:",A,"sofa (object_id: 299): [-1.715, -2.618, 3.269]; window (object_id: 424): [-4.381, -4.023, 4.052]",00006-HkseAnWCgqk,attribute,2
"In terms of height, how does the heater compare to the alarm?","['Heater is taller', 'Alarm is taller', 'They are the same height', 'Cannot determine']","In terms of height, how does the heater compare to the alarm? A) Heater is taller B) Alarm is taller C) They are the same height D) Cannot determine. Answer:",A,"heater (object_id: 305): [-3.547, -4.495, 3.418]; alarm (object_id: 334): [-4.323, 3.117, 5.278]",00006-HkseAnWCgqk,attribute,2
"Which kitchen cabinet is taller, the one with dimensions representing a height of 1.12 or the one with 1.2?","['Kitchen cabinet (object_id: 377)', 'Kitchen cabinet (object_id: 378)', 'Kitchen cabinet (object_id: 376)', 'Kitchen cabinet (object_id: 382)']","Which kitchen cabinet is taller, the one with dimensions representing a height of 1.12 or the one with 1.2? A) Kitchen cabinet (object_id: 377) B) Kitchen cabinet (object_id: 378) C) Kitchen cabinet (object_id: 376) D) Kitchen cabinet (object_id: 382). Answer:",B,"kitchen cabinet (377): [0.045, 2.196, 4.682]; kitchen cabinet (378): [-1.032, -0.804, 4.722]; kitchen cabinet (376): [0.552, 2.677, 4.642]; kitchen cabinet (382): [0.188, 3.597, 3.258]",00006-HkseAnWCgqk,attribute,2
How does the overall volume of the kitchen cabinet with a height of 1.12 compare to that of the kitchen cabinet with a height of 1.169?,"['Kitchen cabinet (object_id: 378)', 'Kitchen cabinet (object_id: 371)', 'Kitchen cabinet (object_id: 376)', 'Kitchen cabinet (object_id: 305)']",How does the overall volume of the kitchen cabinet with a height of 1.12 compare to that of the kitchen cabinet with a height of 1.169? A) Kitchen cabinet (object_id: 378) B) Kitchen cabinet (object_id: 371) C) Kitchen cabinet (object_id: 376) D) Kitchen cabinet (object_id: 305). Answer:,A,"kitchen cabinet (378): [-1.032, -0.804, 4.722]; kitchen cabinet (371): [-0.967, 4.39, 3.822]; kitchen cabinet (376): [0.552, 2.677, 4.642]; kitchen cabinet (305): [-3.547, -4.495, 3.418]",00006-HkseAnWCgqk,attribute,2
"Which of the two mirrors is taller, the one identified by object_id 254 or the one with object_id 281?","['Mirror (object_id: 254)', 'Mirror (object_id: 281)', 'Mirror (object_id: 268)', 'Mirror (object_id: 264)']","Which of the two mirrors is taller, the one identified by object_id 254 or the one with object_id 281? A) Mirror (object_id: 254) B) Mirror (object_id: 281) C) Mirror (object_id: 268) D) Mirror (object_id: 264). Answer:",B,"mirror (254): [0.551, -0.731, 4.342]; mirror (281): [-1.231, 1.455, 4.476]; mirror (268): [-0.309, 0.969, 3.829]; mirror (264): [0.992, -0.097, 3.857]",00006-HkseAnWCgqk,attribute,2
"Which object is taller, the chair or the table?","['chair', 'table', 'both are the same height', 'it cannot be determined']","Which object is taller, the chair or the table? A) chair B) table C) both are the same height D) it cannot be determined. Answer:",B,"chair (object_id: 1): [-2.3, 1.2, 3.0]; table (object_id: 301): [-2.62, -2.469, 3.089]",00006-HkseAnWCgqk,attribute,2
"Which has a greater overall volume, the kitchen cabinet or the box?","['kitchen cabinet', 'box', 'both have the same volume', 'it cannot be determined']","Which has a greater overall volume, the kitchen cabinet or the box? A) kitchen cabinet B) box C) both have the same volume D) it cannot be determined. Answer:",A,"kitchen cabinet (object_id: 378): [-1.032, -0.804, 4.722]; box (object_id: 329): [-3.459, -0.283, 3.072]",00006-HkseAnWCgqk,attribute,2
"Which item is taller, the window or the door?","['window', 'door', 'both are the same height', 'it cannot be determined']","Which item is taller, the window or the door? A) window B) door C) both are the same height D) it cannot be determined. Answer:",B,"window (object_id: 421): [-4.715, -0.179, 4.125]; door (object_id: 52): [-1.552, 1.566, 1.745]",00006-HkseAnWCgqk,attribute,2
"Which is taller, the kitchen cabinet or the book in the same region?","['Kitchen cabinet', 'Book', 'They are the same height', 'Not enough information']","Which is taller, the kitchen cabinet or the book in the same region? A) Kitchen cabinet B) Book C) They are the same height D) Not enough information. Answer:",A,"kitchen cabinet (object_id: 378): [-1.032, -0.804, 4.722]; book (object_id: 312): [-2.012, -4.205, 4.742]",00006-HkseAnWCgqk,attribute,2
"Which has a larger overall volume, the kitchen cabinet or the sink in the same region?","['Kitchen cabinet', 'Sink', 'They have the same volume', 'Not enough information']","Which has a larger overall volume, the kitchen cabinet or the sink in the same region? A) Kitchen cabinet B) Sink C) They have the same volume D) Not enough information. Answer:",A,"kitchen cabinet (object_id: 378): [-1.032, -0.804, 4.722]; sink (object_id: 387): [-0.002, 2.416, 3.531]",00006-HkseAnWCgqk,attribute,2
"Which is shorter, the book at object_id 326 or the shelf in the same region?","['Book', 'Shelf', 'They are the same height', 'Not enough information']","Which is shorter, the book at object_id 326 or the shelf in the same region? A) Book B) Shelf C) They are the same height D) Not enough information. Answer:",A,"book (object_id: 326): [-2.09, -4.209, 3.371]; shelf (object_id: 401): [0.583, 4.156, 4.542]",00006-HkseAnWCgqk,attribute,2
"Which kitchen cabinet is taller, the one with object ID 377 or the one with object ID 369?","['Kitchen cabinet (377) is taller', 'Kitchen cabinet (369) is taller', 'Both kitchen cabinets have the same height', 'Not enough information to determine']","Which kitchen cabinet is taller, the one with object ID 377 or the one with object ID 369? A) Kitchen cabinet (377) is taller B) Kitchen cabinet (369) is taller C) Both kitchen cabinets have the same height D) Not enough information to determine. Answer:",B,"kitchen cabinet (377): [-0.045, 2.196, 4.682]; kitchen cabinet (369): [-0.962, 4.649, 4.014]",00006-HkseAnWCgqk,attribute,2
"Which kitchen cabinet has a greater overall volume, the one with object ID 376 or the one with object ID 378?","['Kitchen cabinet (376) has a greater volume', 'Kitchen cabinet (378) has a greater volume', 'Both kitchen cabinets have the same volume', 'Not enough information to determine']","Which kitchen cabinet has a greater overall volume, the one with object ID 376 or the one with object ID 378? A) Kitchen cabinet (376) has a greater volume B) Kitchen cabinet (378) has a greater volume C) Both kitchen cabinets have the same volume D) Not enough information to determine. Answer:",A,"kitchen cabinet (376): [0.552, 2.677, 4.642]; kitchen cabinet (378): [-1.032, -0.804, 4.722]",00006-HkseAnWCgqk,attribute,2
Is the height of the door with object ID 52 greater than the height of the door with object ID 264?,"['Door (52) is taller', 'Door (264) is taller', 'Both doors have the same height', 'Not enough information to determine']",Is the height of the door with object ID 52 greater than the height of the door with object ID 264? A) Door (52) is taller B) Door (264) is taller C) Both doors have the same height D) Not enough information to determine. Answer:,A,"door (52): [-1.552, 1.566, 1.745]; door (264): [0.992, -0.097, 3.857]",00006-HkseAnWCgqk,attribute,2
"Which is taller, the table or the window?","['The table is taller', 'The window is taller', 'They are of the same height', 'Cannot determine without dimensions.']","Which is taller, the table or the window? A) The table is taller B) The window is taller C) They are of the same height D) Cannot determine without dimensions.. Answer:",B,"table (301): [-2.62, -2.469, 3.089]; window (419): [-4.657, 2.423, 4.119]",00006-HkseAnWCgqk,attribute,2
"Which has a greater overall volume, the kitchen cabinet or the heater?","['The kitchen cabinet', 'The heater', 'They have the same volume', 'Cannot determine without dimensions.']","Which has a greater overall volume, the kitchen cabinet or the heater? A) The kitchen cabinet B) The heater C) They have the same volume D) Cannot determine without dimensions.. Answer:",A,"kitchen cabinet (380): [0.028, 4.408, 3.282]; heater (351): [-3.812, 4.855, 3.438]",00006-HkseAnWCgqk,attribute,2
"Which is taller, the mirror from region 7 or the picture from region 0?","['The mirror is taller', 'The picture is taller', 'They are of the same height', 'Cannot determine without dimensions.']","Which is taller, the mirror from region 7 or the picture from region 0? A) The mirror is taller B) The picture is taller C) They are of the same height D) Cannot determine without dimensions.. Answer:",A,"mirror (281): [-1.231, 1.455, 4.476]; picture (18): [-4.782, 4.993, 1.78]",00006-HkseAnWCgqk,attribute,2
"Which is taller, the window or the box?","['box', 'window', 'both are same height', 'none']","Which is taller, the window or the box? A) box B) window C) both are same height D) none. Answer:",B,"window (418): [-4.671, 3.741, 4.135]; box (328): [-1.94, -4.215, 3.04]",00006-HkseAnWCgqk,attribute,2
"Which has a larger overall volume, the kitchen cabinet or the oven?","['kitchen cabinet', 'oven', 'both have the same volume', 'neither']","Which has a larger overall volume, the kitchen cabinet or the oven? A) kitchen cabinet B) oven C) both have the same volume D) neither. Answer:",A,"kitchen cabinet (375): [0.572, 4.596, 4.652]; oven (370): [-0.972, 4.379, 4.312]",00006-HkseAnWCgqk,attribute,2
"Which is wider, the sink or the tap?","['sink', 'tap', 'both are same width', 'neither']","Which is wider, the sink or the tap? A) sink B) tap C) both are same width D) neither. Answer:",A,"sink (278): [-1.038, 1.491, 3.552]; tap (388): [0.048, 2.177, 3.759]",00006-HkseAnWCgqk,attribute,2
"How does the height of the ""oven"" compare to the height of the ""kitchen cabinet""?","['The oven is taller', 'The kitchen cabinet is taller', 'They are the same height', 'The oven and kitchen cabinet cannot be compared.']","How does the height of the ""oven"" compare to the height of the ""kitchen cabinet""? A) The oven is taller B) The kitchen cabinet is taller C) They are the same height D) The oven and kitchen cabinet cannot be compared.. Answer:",A,"oven (370): [-0.972, 4.379, 4.312]; kitchen cabinet (376): [0.552, 2.677, 4.642]",00006-HkseAnWCgqk,attribute,2
"Which has a greater overall volume, the ""window"" or the ""kitchen cabinet""?","['The window has greater volume', 'The kitchen cabinet has greater volume', 'They have the same volume', 'They cannot be compared.']","Which has a greater overall volume, the ""window"" or the ""kitchen cabinet""? A) The window has greater volume B) The kitchen cabinet has greater volume C) They have the same volume D) They cannot be compared.. Answer:",A,"window (421): [-4.715, -0.179, 4.125]; kitchen cabinet (372): [-0.066, 4.79, 4.702]",00006-HkseAnWCgqk,attribute,2
"Is the total volume of the ""box"" greater than that of the ""book""?","['The box has greater volume', 'The book has greater volume', 'They have the same volume', 'They cannot be compared.']","Is the total volume of the ""box"" greater than that of the ""book""? A) The box has greater volume B) The book has greater volume C) They have the same volume D) They cannot be compared.. Answer:",A,"box (75): [-3.03, 1.785, 1.732]; book (151): [-3.052, -4.171, 2.252]",00006-HkseAnWCgqk,attribute,2
"Which kitchen cabinet is taller, the kitchen cabinet with object_id 379 or the kitchen cabinet with object_id 372?","['kitchen cabinet 379', 'kitchen cabinet 372', 'They are the same height', 'Cannot determine the height']","Which kitchen cabinet is taller, the kitchen cabinet with object_id 379 or the kitchen cabinet with object_id 372? A) kitchen cabinet 379 B) kitchen cabinet 372 C) They are the same height D) Cannot determine the height. Answer:",A,"kitchen cabinet (379): [-0.142, 3.371, 3.282]; kitchen cabinet (372): [-0.066, 4.79, 4.702]",00006-HkseAnWCgqk,attribute,2
"Which cabinet has a greater overall volume, the kitchen cabinet with object_id 376 or the kitchen cabinet with object_id 378?","['kitchen cabinet 376', 'kitchen cabinet 378', 'They have the same volume', 'Cannot determine the volume']","Which cabinet has a greater overall volume, the kitchen cabinet with object_id 376 or the kitchen cabinet with object_id 378? A) kitchen cabinet 376 B) kitchen cabinet 378 C) They have the same volume D) Cannot determine the volume. Answer:",B,"kitchen cabinet (376): [0.552, 2.677, 4.642]; kitchen cabinet (378): [-1.032, -0.804, 4.722]",00006-HkseAnWCgqk,attribute,2
"Which picture has a greater overall volume, the picture with object_id 345 or the picture with object_id 304?","['picture 345', 'picture 304', 'They have the same volume', 'Cannot determine the volume']","Which picture has a greater overall volume, the picture with object_id 345 or the picture with object_id 304? A) picture 345 B) picture 304 C) They have the same volume D) Cannot determine the volume. Answer:",A,"picture (345): [-1.298, 1.497, 4.532]; picture (304): [-3.506, -4.563, 4.547]",00006-HkseAnWCgqk,attribute,2
"Which is taller, the kitchen cabinet or the window?","['kitchen cabinet', 'window', 'both are the same height', 'neither is tall']","Which is taller, the kitchen cabinet or the window? A) kitchen cabinet B) window C) both are the same height D) neither is tall. Answer:",A,"kitchen cabinet (377): [-0.045, 2.196, 4.682]; window (418): [-4.671, 3.741, 4.135]",00006-HkseAnWCgqk,attribute,2
"Which has a larger overall volume, the sink or the kitchen cabinet?","['sink', 'kitchen cabinet', 'both have the same volume', 'neither has volume']","Which has a larger overall volume, the sink or the kitchen cabinet? A) sink B) kitchen cabinet C) both have the same volume D) neither has volume. Answer:",A,"sink (387): [-0.002, 2.416, 3.531]; kitchen cabinet (372): [-0.066, 4.79, 4.702]",00006-HkseAnWCgqk,attribute,2
"Which has a larger overall volume, the picture or the kitchen cabinet?","['picture', 'kitchen cabinet', 'both have the same volume', 'neither has volume']","Which has a larger overall volume, the picture or the kitchen cabinet? A) picture B) kitchen cabinet C) both have the same volume D) neither has volume. Answer:",B,"picture (350): [-3.818, 4.956, 4.492]; kitchen cabinet (378): [-1.032, -0.804, 4.722]",00006-HkseAnWCgqk,attribute,2
"Which object is taller, the kitchen cabinet or the candle?","['kitchen cabinet', 'candle', 'they are the same height', 'not enough information']","Which object is taller, the kitchen cabinet or the candle? A) kitchen cabinet B) candle C) they are the same height D) not enough information. Answer:",A,"kitchen cabinet (369): [0.962, 4.649, 4.014]; candle (354): [-3.902, 4.919, 4.039]",00006-HkseAnWCgqk,attribute,2
"Which has a greater overall volume, the kitchen cabinet or the box?","['kitchen cabinet', 'box', 'they have the same volume', 'not enough information']","Which has a greater overall volume, the kitchen cabinet or the box? A) kitchen cabinet B) box C) they have the same volume D) not enough information. Answer:",A,"kitchen cabinet (369): [0.962, 4.649, 4.014]; box (75): [-3.03, 1.785, 1.732]",00006-HkseAnWCgqk,attribute,2
"Which is taller, the toilet or the sink?","['toilet', 'sink', 'they are the same height', 'not enough information']","Which is taller, the toilet or the sink? A) toilet B) sink C) they are the same height D) not enough information. Answer:",A,"toilet (275): [0.323, 1.487, 3.068]; sink (278): [-1.038, 1.491, 3.552]",00006-HkseAnWCgqk,attribute,2
"Which kitchen cabinet is taller, the one with object_id 375 or the one with object_id 378?","['The kitchen cabinet with object_id 375', 'The kitchen cabinet with object_id 378', 'They are the same height', 'Cannot determine']","Which kitchen cabinet is taller, the one with object_id 375 or the one with object_id 378? A) The kitchen cabinet with object_id 375 B) The kitchen cabinet with object_id 378 C) They are the same height D) Cannot determine. Answer:",A,"kitchen cabinet (375): [0.572, 4.596, 4.652]; kitchen cabinet (378): [-1.032, -0.804, 4.722]",00006-HkseAnWCgqk,attribute,2
"Which has a greater overall volume, the kitchen cabinet with object_id 369 or the kitchen cabinet with object_id 372?","['The kitchen cabinet with object_id 369', 'The kitchen cabinet with object_id 372', 'They have the same volume', 'Cannot determine']","Which has a greater overall volume, the kitchen cabinet with object_id 369 or the kitchen cabinet with object_id 372? A) The kitchen cabinet with object_id 369 B) The kitchen cabinet with object_id 372 C) They have the same volume D) Cannot determine. Answer:",A,"kitchen cabinet (369): [-0.962, 4.649, 4.014]; kitchen cabinet (372): [-0.066, 4.79, 4.702]",00006-HkseAnWCgqk,attribute,2
Is the height of the sofa with object_id 299 greater than the height of the candle with object_id 354?,"['Yes, the sofa is taller', 'No, the candle is taller', 'They are the same height', 'Cannot determine']","Is the height of the sofa with object_id 299 greater than the height of the candle with object_id 354? A) Yes, the sofa is taller B) No, the candle is taller C) They are the same height D) Cannot determine. Answer:",A,"sofa (299): [-1.715, -2.618, 3.269]; candle (354): [-3.902, 4.919, 4.039]",00006-HkseAnWCgqk,attribute,2
"Which chair is taller, the chair with object_id 7 or the chair with object_id 9?","['Chair with object_id 7', 'Chair with object_id 9', 'They are the same height', 'Cannot determine']","Which chair is taller, the chair with object_id 7 or the chair with object_id 9? A) Chair with object_id 7 B) Chair with object_id 9 C) They are the same height D) Cannot determine. Answer:",B,"chair (7): [4.829, -2.592, -0.916]; chair (9): [4.872, -2.636, -0.916]",00007-UQuchpekHRJ,attribute,-1
"Which table has a greater overall volume, the table with object_id 6 or the table with object_id 5?","['Table with object_id 6', 'Table with object_id 5', 'They have the same volume', 'Cannot determine']","Which table has a greater overall volume, the table with object_id 6 or the table with object_id 5? A) Table with object_id 6 B) Table with object_id 5 C) They have the same volume D) Cannot determine. Answer:",B,"table (6): [5.168, -2.59, -0.602]; table (5): [5.161, -2.344, -0.949]",00007-UQuchpekHRJ,attribute,-1
"Which door is taller, the door with object_id 2 or the door with object_id 1?","['Door with object_id 2', 'Door with object_id 1', 'They are the same height', 'Cannot determine']","Which door is taller, the door with object_id 2 or the door with object_id 1? A) Door with object_id 2 B) Door with object_id 1 C) They are the same height D) Cannot determine. Answer:",B,"door (2): [3.225, -0.895, -0.25]; door (1): [-3.41, -2.349, -0.338]",00007-UQuchpekHRJ,attribute,-1
Which is taller: the window or the table?,"['The window is taller', 'The table is taller', 'They are of equal height', 'Cannot determine']",Which is taller: the window or the table? A) The window is taller B) The table is taller C) They are of equal height D) Cannot determine. Answer:,A,"window (15): [3.936, -3.933, 2.748]; table (42): [8.8, -0.566, 2.046]",00007-UQuchpekHRJ,attribute,1
Which has a greater overall volume: the fridge or the appliance?,"['The fridge has a greater volume', 'The appliance has a greater volume', 'They have the same volume', 'Cannot determine']",Which has a greater overall volume: the fridge or the appliance? A) The fridge has a greater volume B) The appliance has a greater volume C) They have the same volume D) Cannot determine. Answer:,B,"fridge (47): [8.094, -2.266, 2.331]; appliance (46): [8.096, -2.269, 2.346]",00007-UQuchpekHRJ,attribute,1
Which is taller: the chair or the sofa?,"['The chair is taller', 'The sofa is taller', 'They are of equal height', 'Cannot determine']",Which is taller: the chair or the sofa? A) The chair is taller B) The sofa is taller C) They are of equal height D) Cannot determine. Answer:,A,"chair (32): [6.046, -2.972, 1.776]; sofa (44): [3.638, -1.549, 1.835]",00007-UQuchpekHRJ,attribute,1
"Which is taller, the window or the door?","['window', 'door', 'both are of equal height', 'neither are tall']","Which is taller, the window or the door? A) window B) door C) both are of equal height D) neither are tall. Answer:",A,"window (19): [6.404, -3.89, 2.797]; door (26): [-1.989, -0.103, 2.403]",00007-UQuchpekHRJ,attribute,1
"Which has a greater overall volume, the fridge or the appliance?","['fridge', 'appliance', 'both have the same volume', 'the comparison cannot be made']","Which has a greater overall volume, the fridge or the appliance? A) fridge B) appliance C) both have the same volume D) the comparison cannot be made. Answer:",A,"fridge (47): [8.094, -2.266, 2.331]; appliance (46): [8.096, -2.269, 2.346]",00007-UQuchpekHRJ,attribute,1
"Which is shorter, the window or the table?","['window', 'table', 'both are of equal height', 'neither are short']","Which is shorter, the window or the table? A) window B) table C) both are of equal height D) neither are short. Answer:",B,"window (18): [8.719, 0.766, 2.642]; table (39): [4.699, -1.56, 1.611]",00007-UQuchpekHRJ,attribute,1
"Which has a greater height, the sofa or the chair?","['Sofa', 'Chair', 'Both are the same height', 'Neither has a height']","Which has a greater height, the sofa or the chair? A) Sofa B) Chair C) Both are the same height D) Neither has a height. Answer:",A,"sofa (44): [3.638, -1.549, 1.835]; chair (30): [-0.198, -3.327, 1.783]",00007-UQuchpekHRJ,attribute,1
"Which object has a greater overall volume, the table or the window?","['Table', 'Window', 'Both have the same volume', 'Neither has a volume']","Which object has a greater overall volume, the table or the window? A) Table B) Window C) Both have the same volume D) Neither has a volume. Answer:",A,"table (42): [8.8, -0.566, 2.046]; window (20): [10.304, -0.935, 2.595]",00007-UQuchpekHRJ,attribute,1
